match_id,date,team1,team2,winner,first_innings_total,dls_target,dls_overs,inn2_score_at_end,inn2_overs_bowled,inn2_wickets_at_end,current_score,ml_predicted_score,ml_target,dls_win_prediction,ml_win_prediction,actual_team2_won,target_diff
1176432,2019-03-16,Sri Lanka,England,England,331.0,314.0,40,159,40,8,159,174.1,175,0,0,1.0,-139.0
1179273,2019-04-12,Zimbabwe,United Arab Emirates,Zimbabwe,169.0,182.0,32,185,32,4,185,202.0,202,1,0,0.0,20.0
1179275,2019-04-16,Zimbabwe,United Arab Emirates,Zimbabwe,175.0,128.0,30,129,25,7,129,189.6,190,1,0,0.0,62.0
1188377,2019-06-19,Netherlands,Zimbabwe,Netherlands,205.0,206.0,47,208,43,3,208,209.4,210,1,0,0.0,4.0
1188625,2019-08-11,West Indies,India,India,279.0,270.0,46,210,42,10,210,231.5,232,0,0,1.0,-38.0
1188626,2019-08-14,West Indies,India,India,240.0,255.0,35,256,33,4,256,247.1,257,1,0,1.0,2.0
1199225,2019-09-13,United States of America,Papua New Guinea,United States of America,251.0,165.0,23,159,23,6,159,228.0,229,0,0,0.0,64.0
1203675,2020-01-12,West Indies,Ireland,West Indies,203.0,197.0,47,199,37,5,199,203.9,204,1,0,0.0,7.0
1214669,2020-03-06,Bangladesh,Zimbabwe,Bangladesh,322.0,342.0,43,218,38,10,218,257.3,258,0,0,0.0,-84.0
1260104,2021-09-19,England,New Zealand,England,197.0,183.0,42,169,39,10,169,185.2,186,0,0,0.0,3.0
1262757,2021-07-23,India,Sri Lanka,Sri Lanka,225.0,227.0,47,227,39,7,227,216.3,228,1,0,1.0,1.0
1263161,2021-07-20,Australia,West Indies,Australia,252.0,257.0,49,123,27,10,123,145.5,146,0,0,0.0,-111.0
1267329,2021-07-18,Pakistan,West Indies,Pakistan,190.0,194.0,34,171,34,10,171,186.8,187,0,0,0.0,-7.0
1271628,2021-09-04,South Africa,Sri Lanka,South Africa,283.0,265.0,41,197,37,10,197,230.8,231,0,0,0.0,-34.0
1272381,2021-09-13,Zimbabwe,Ireland,Ireland,131.0,118.0,32,118,23,3,118,166.3,167,1,0,1.0,49.0
1277086,2022-01-13,West Indies,Ireland,Ireland,229.0,168.0,36,168,33,5,168,221.8,222,1,0,1.0,54.0
1302349,2022-05-31,Netherlands,West Indies,West Indies,240.0,247.0,45,249,44,3,249,251.0,251,1,0,1.0,4.0
1307296,2022-06-14,Sri Lanka,Australia,Australia,300.0,282.0,44,282,43,8,282,313.6,314,1,0,1.0,32.0
1307297,2022-06-16,Sri Lanka,Australia,Sri Lanka,220.0,216.0,43,189,38,10,189,201.3,202,0,0,0.0,-14.0
1315040,2022-06-12,Pakistan,West Indies,Pakistan,269.0,270.0,48,216,38,10,216,241.2,242,0,0,0.0,-28.0
1317491,2022-11-22,Australia,England,Australia,355.0,364.0,48,142,32,10,142,179.9,180,0,0,0.0,-184.0
1317902,2022-07-27,India,West Indies,India,225.0,257.0,35,137,26,10,137,183.2,184,0,0,0.0,-73.0
1317912,2022-08-19,New Zealand,West Indies,New Zealand,212.0,212.0,41,161,36,10,161,183.7,184,0,0,0.0,-28.0
1334412,2022-09-19,West Indies,New Zealand,New Zealand,168.0,155.0,33,159,33,5,159,191.5,192,1,0,1.0,37.0
1336079,2023-07-18,England,Australia,England,285.0,269.0,44,199,36,10,199,226.3,227,0,0,0.0,-42.0
1344503,2022-11-20,Thailand,Netherlands,Thailand,243.0,235.0,46,134,45,10,134,140.9,141,0,0,0.0,-94.0
1345092,2023-01-16,Pakistan,Australia,Australia,160.0,158.0,40,158,29,2,158,184.2,185,1,0,1.0,27.0
1348326,2023-01-18,Ireland,Zimbabwe,Zimbabwe,288.0,214.0,37,214,37,7,214,249.0,249,1,0,1.0,35.0
1358092,2023-03-16,United Arab Emirates,Nepal,Nepal,310.0,261.0,44,269,44,6,269,289.8,290,1,0,1.0,29.0
1368000,2023-04-29,United Arab Emirates,Oman,United Arab Emirates,236.0,193.0,43,190,43,6,190,209.9,210,0,0,0.0,17.0
1373578,2023-12-09,England,West Indies,West Indies,206.0,188.0,34,191,32,6,191,211.0,212,1,0,1.0,24.0
1375873,2024-02-07,South Africa,Australia,South Africa,229.0,234.0,45,149,30,10,149,178.0,179,0,0,0.0,-55.0
1375874,2024-02-10,Australia,South Africa,Australia,277.0,238.0,31,127,25,10,127,166.4,167,0,0,0.0,-71.0
1377772,2023-07-03,Netherlands,Oman,Netherlands,362.0,321.0,44,246,44,6,246,248.7,249,0,0,0.0,-72.0
1379757,2023-06-27,New Zealand,Sri Lanka,Sri Lanka,170.0,172.0,28,172,27,1,172,200.8,201,1,0,1.0,29.0
1379759,2023-07-03,New Zealand,Sri Lanka,Sri Lanka,127.0,196.0,29,196,27,2,196,201.0,201,1,0,1.0,5.0
1382166,2023-07-16,Bangladesh,India,Bangladesh,152.0,154.0,44,113,36,10,113,134.0,135,0,0,0.0,-19.0
1384426,2023-11-04,New Zealand,Pakistan,Pakistan,401.0,180.0,25,200,26,1,200,279.0,279,1,0,1.0,99.0
1385702,2024-09-24,Australia,England,England,304.0,209.0,37,254,38,4,254,292.2,293,1,0,1.0,84.0
1385704,2024-09-29,England,Australia,Australia,309.0,117.0,20,165,21,2,165,247.2,248,1,0,1.0,131.0
1388398,2023-09-04,Nepal,India,India,230.0,145.0,23,147,21,0,147,235.2,236,1,0,1.0,91.0
1388410,2023-09-14,Pakistan,Sri Lanka,Sri Lanka,252.0,252.0,42,252,42,8,252,256.1,257,1,0,1.0,5.0
1389389,2023-09-24,India,Australia,India,399.0,317.0,33,217,29,10,217,266.2,267,0,0,0.0,-50.0
1392350,2023-10-01,South Africa,New Zealand,New Zealand,209.0,210.0,45,210,44,4,210,208.5,211,1,0,1.0,1.0
1408102,2023-12-17,New Zealand,Bangladesh,New Zealand,239.0,245.0,30,200,30,9,200,232.1,233,0,0,0.0,-12.0
